Location,Pollutant,Year,Mean_concentration,median,upper,lower
United Kingdom,Ambient particulate matter pollution,1995,16.37593902,15.86025124,25.85165287,9.566997953
United Kingdom,Ambient particulate matter pollution,2000,14.85608116,14.47365353,22.37844301,9.188440345
United Kingdom,Ambient particulate matter pollution,2005,13.33739937,13.13011367,17.8116387,9.813693442
United Kingdom,Ambient particulate matter pollution,2010,12.42896791,12.42289879,12.87366987,11.94520901
United Kingdom,Ambient particulate matter pollution,2011,12.99522944,12.98600195,13.48763116,12.53019177
United Kingdom,Ambient particulate matter pollution,2012,11.43181815,11.42752696,11.86673563,11.01065383
United Kingdom,Ambient particulate matter pollution,2013,11.42279633,11.41826246,11.84044392,11.00221072
United Kingdom,Ambient particulate matter pollution,2014,10.88658588,10.87921087,11.31831659,10.49329494
United Kingdom,Ambient particulate matter pollution,2015,10.37250919,10.36540934,10.75189604,10.0007197
United Kingdom,Ambient particulate matter pollution,2016,10.21445169,10.2124377,10.60004517,9.833695634
United Kingdom,Ambient particulate matter pollution,2017,10.35539774,10.34544259,10.74194504,9.968194836
United Kingdom,Ambient particulate matter pollution,2018,10.17141578,10.16335793,10.55537516,9.796701551
United Kingdom,Ambient particulate matter pollution,2019,10.09284402,10.08337499,10.47485836,9.724003198
Western Europe,Ambient particulate matter pollution,1990,19.1540588,18.22476063,33.16163753,10.11655122
Western Europe,Ambient particulate matter pollution,1995,17.83159918,17.23280822,28.11860578,10.48130698
Western Europe,Ambient particulate matter pollution,2000,16.59230106,16.21609212,24.86054584,10.33633909
Western Europe,Ambient particulate matter pollution,2005,15.09173429,14.87646541,20.12775743,11.07672863
Western Europe,Ambient particulate matter pollution,2010,14.91379174,14.91127033,15.09202804,14.73893682
Western Europe,Ambient particulate matter pollution,2011,15.18843217,15.18532661,15.37295874,15.00938576
Western Europe,Ambient particulate matter pollution,2012,13.5145062,13.51314965,13.67171349,13.36299271
Western Europe,Ambient particulate matter pollution,2013,13.1558236,13.1558898,13.29622927,13.00998066
Western Europe,Ambient particulate matter pollution,2014,12.15359736,12.15223094,12.28191546,12.02705919
Western Europe,Ambient particulate matter pollution,2015,12.52749715,12.53127342,12.66190471,12.38428252
Western Europe,Ambient particulate matter pollution,2016,11.48899868,11.48931578,11.6124328,11.35650667
Western Europe,Ambient particulate matter pollution,2017,11.66918398,11.66951262,11.80119515,11.54423903
Western Europe,Ambient particulate matter pollution,2018,11.68412032,11.68346606,11.81518425,11.55803353
Western Europe,Ambient particulate matter pollution,2019,11.56981665,11.57007414,11.7006784,11.44495442
